Book_Name,Book_Price,Book_Author,Book_Rating,Book_release_date,Book_Image
Schaum's Outline of Linear Algebra | 3rd Edition,946,DK,877,01-Jan-12,https://m.media-amazon.com/images/I/71FuABwPEML._AC_UY218_.jpg
"The Feynman Lectures On Physics: Vol Ii: The New Millennium Edition: Mainly Electromagnetism And Matter, 1E",196,Vaclav Smil,351,01-Jan-19,https://m.media-amazon.com/images/I/81lb1QjGkxL._AC_UY218_.jpg
Post Graduate Entrance Exam Zoology,765,Hardcover,573,23-Jun-23,https://m.media-amazon.com/images/I/41RQLepna1L._AC_UY218_.jpg
Quantum Supremacy: How Quantum Computers will Unlock the Mysteries of Science – and Address Humanity’s Biggest Challenges,635,Roger Penrose,162,25-Jun-21,https://m.media-amazon.com/images/I/81G+TCJJF7L._AC_UY218_.jpg
MALIK S C_MATHEMATICAL ANALYSIS 6E (650),984,Hardcover,649,01-Jan-06,https://m.media-amazon.com/images/I/61MrYYU63YL._AC_UY218_.jpg
CLARK'S TABLES (SCIENCE DATA BOOK),0,Audio CD,445,01-Jan-18,https://m.media-amazon.com/images/I/71PWVURo6iL._AC_UY218_.jpg
TGT Guide Mathematics Recruitment Examination(Old Edition),444,Erwin Kreyszig,47,27-Apr-23,https://m.media-amazon.com/images/I/61BDGi83ooS._AC_UY218_.jpg
Skills in Mathematics - Trigonometry for JEE Main and Advanced,195,Leslie M. Hocking,"1,148",19-Apr-17,https://m.media-amazon.com/images/I/51jxKhC3xZL._AC_UY218_.jpg
The Elements of Statistical Learning (Springer Series in Statistics),600,R K Rajput,"2,030",29-Jan-15,https://m.media-amazon.com/images/I/51gleGGYGGL._AC_UY218_.jpg
Our Mathematical Universe,410,James Gleick,58,27-Sep-22,https://m.media-amazon.com/images/I/81pBMEpVKOL._AC_UY218_.jpg
Inderbir Singh's Textbook of Human Histology,593,"Audio, Cassette","1,325",26-Jan-06,https://m.media-amazon.com/images/I/71THCvArJfL._AC_UY218_.jpg
Parallel Worlds: The Science of Alternative Universes and Our Future in the Cosmos [Paperback] Michio Kaku,407,Gareth James,14,10-Nov-23,https://m.media-amazon.com/images/I/71cNrvjN0mL._AC_UY218_.jpg
Arbuscular Mycorrhizal Fungi,"1,401.00",Ann Cutler,"3,411",01-Nov-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/412EGD5EzYL._AC_UY218_.jpg
A Textbook of Astronomy and Astrophysics | BS | e,594,Jay L. Devore,45,03-Feb-00,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91u5UF5zNJL._AC_UY218_.jpg
"Elegant Universe, The",410,DK,3,27-Apr-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91H0EssUvxL._AC_UY218_.jpg
Fundamental Laws Of Mechanics,70,Paperback,13,22-Jun-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51qE3q-c+WL._AC_UY218_.jpg
Mathematics Class 12 CBSE question bank 2024 by MasterMind,52,Sheldon Axler,271,18-Sep-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81ioO0UoMpL._AC_UY218_.jpg
Shades of Blue,499,Stephen H. Friedberg,31,26-Apr-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71o-kWprPzL._AC_UY218_.jpg
"MTG Master Mental Ability For NTSE, NSO, IMO & NCO Olympiad Exam - Preparation in 30 Days (Class 8, 9 & 10)",474,Brian Greene,15,31-Oct-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51ZEKBO63TL._AC_UY218_.jpg
Histology - Practical Manual,0,Hardcover,443,26-Jun-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91BL9SKBKmL._AC_UY218_.jpg
Pugmarks and Carbon Footprints,659,Audio CD,"2,234",14-Feb-91,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61oI++1IOdL._AC_UY218_.jpg
Optimal Control: An Introduction to the Theory with Applications (Oxford Applied Mathematics and Computing Science Series),410,"Audio, Cassette",13,10-Feb-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61U7xCZpM+L._AC_UY218_.jpg
Theoretical Computer Science and Discrete Mathematics,"2,195",Neil deGrasse Tyson,410,14-Jun-18,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/612hYBhlijL._AC_UY218_.jpg
"Crack in Creation, A: The New Power to Control Evolution",165,Audio CD,15,19-Nov-15,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81wU8pp6y1L._AC_UY218_.jpg
"Illustrated Brief History Of Time, The: the beautifully illustrated edition of Professor Stephen Hawking’s bestselling masterpiece",439,Printed Access Code,164,27-Apr-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71gbtuPW3uL._AC_UY218_.jpg
NEET Objective Chemistry Volume 2,699,Arihant Experts,18,01-Jun-03,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71IYO5OR2zL._AC_UY218_.jpg
Elements Of Real Anyalsis,457,Richard P. Feynman,443,01-Jan-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91-QTnVEJML._AC_UY218_.jpg
"IIT JAM Physics MSc Entrance Practice Book - Topic wise 1600+ Practice Questions with Detailed Explanations, Complete Course on CUET (PG) / JEST / TIFR / IIT JAM & all MSc. Entrances",369,Bruce Alberts,28,26-Oct-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71Xi4rjUIDL._AC_UY218_.jpg
White Holes: Inside the Horizon,349,S L Loney,23,27-Apr-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/713sPB7nXGL._AC_UY218_.jpg
Integral Calculus For Beginners,0,Peter Wohlleben,15,30-Apr-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51n6wnr0ANL._AC_UY218_.jpg
Mathematics and Culture VI,419,Merlin Sheldrake,359,05-Jun-17,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/714fQQyiMqL._AC_UY218_.jpg
Mathematics for Computer Science,450,George Casella,14,10-Apr-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51TPn051e9L._AC_UY218_.jpg
Master the NCERT for NEET and JEE Chemistry Vol 2,370,Roger L. Berger,689,01-Jan-23,https://m.media-amazon.com/images/I/6102LhMQ0LL._AC_UY218_.jpg
"IIT JAM Chemistry PYQ Book 2023 Previous Year Questions with Detailed Solutions (19 Year's) for IIT JAM Organic, Inorganic & Physical Chemistry Topicwise Practice Book. Best PYQ Book for IIT JAM & CUET PG Chemistry",292,Stephen Hawking,"2,651",23-Aug-16,https://m.media-amazon.com/images/I/61pqmYlj4nL._AC_UY218_.jpg
PATTERN RECOGNITION AND MACHINE LEARNING,247,"Audio, Cassette",237,01-Jan-19,https://m.media-amazon.com/images/I/71qwesE5tWL._AC_UY218_.jpg
"Kittel's Introduction to Solid State Physics, Wiley India Edition","1,018",S.C. Garg,17,27-Apr-23,https://m.media-amazon.com/images/I/71WfPalWlwL._AC_UY218_.jpg
A School Geometry,949,George Gamow,"1,787",01-Jan-16,https://m.media-amazon.com/images/I/51ch-JKKVcL._AC_UY218_.jpg
Elementary Algebra For Schools [Paperback] H.S. Hall and S.R. Knight,663,Alok Kumar,127,25-Feb-16,https://m.media-amazon.com/images/I/51qZphfPQjL._AC_UY218_.jpg
Plane Trigonometry (Old Edition),"25,266",Jordan Ellenberg,314,12-Oct-23,https://m.media-amazon.com/images/I/51bEXsd9TQL._AC_UY218_.jpg
Eve,389,B.D. Singh,"3,852",12-Jul-22,https://m.media-amazon.com/images/I/81CjUq0dEjL._AC_UY218_.jpg
Basic Maths - Zero to Hero in Maths,369,Pranav Kumar,"2,302",18-Mar-21,https://m.media-amazon.com/images/I/81AzI0YaguL._AC_UY218_.jpg
A THOUSAND BRAINS,"2,058",Ashish Arora,555,04-Feb-21,https://m.media-amazon.com/images/I/61pNlgCMX0L._AC_UY218_.jpg
Simply Quantum Physics,563,J.P. McEvoy,139,01-Jan-20,https://m.media-amazon.com/images/I/81xJnfj969L._AC_UY218_.jpg
Manipal Manual Of Anatomy For Allied Health Science Courses 3Ed (Pb 2020),401,Oscar Zarate,14,06-Oct-22,https://m.media-amazon.com/images/I/4144nF5PmDL._AC_UY218_.jpg
"How the World Really Works: A Scientist’s Guide to Our Past, Present and Future","1,485",Audio CD,50,01-Jan-20,https://m.media-amazon.com/images/I/71f0iM7qmjL._AC_UY218_.jpg
"Bd Chaurasia's Handbook Of General Anatomy, 6/e",111,MTG Editorial Board,"2,744",20-Jun-16,https://m.media-amazon.com/images/I/61IxxCyehhL._AC_UY218_.jpg
THE EMPEROR'S NEW MIND,429,Paul G. Hewitt,18,01-Jan-07,https://m.media-amazon.com/images/I/61gP3Uw949L._AC_UY218_.jpg
Introductory Functional Analysis with Applications,"12,839",Thomas Nield,584,10-Nov-23,https://m.media-amazon.com/images/I/81tqpxvHLTL._AC_UY218_.jpg
A Textbook of Mechatronics,90,Michio Kaku,107,24-Feb-97,https://m.media-amazon.com/images/I/611yQtavdLL._AC_UY218_.jpg
"Chaos [Paperback] Gleick, James",409,Hardcover,518,01-Jul-23,https://m.media-amazon.com/images/I/91N3RcpdOGL._AC_UY218_.jpg
An Introduction to Statistical Learning: with Applications in Python (Springer Texts in Statistics),263,Basudeb Bhatta,1,29-Jun-89,https://m.media-amazon.com/images/I/61i+eJ+8TnL._AC_UY218_.jpg
Trachtenberg Speed System of Basic Mathematics,173,Stephen Hawking,28,01-Oct-20,https://m.media-amazon.com/images/I/813XEVXJ1DL._AC_UY218_.jpg
Objective Physics Volume 1 For Engineering Entrances,224,R.D. Sharma,"1,687",27-Aug-21,https://m.media-amazon.com/images/I/616uKl76ZvL._AC_UY218_.jpg
Nutrition and Dietetics | 5th Edition,449,Ed Yong,756,31-Dec-21,https://m.media-amazon.com/images/I/81kciOjsRtL._AC_UY218_.jpg
"Competitive Book of Agriculture (11th Edition,2022)",405,Hardcover,54,10-Feb-22,https://m.media-amazon.com/images/I/81dujmlCyFL._AC_UY218_.jpg
MATHEMATICS AND MUSIC,0,Frederick Mosteller,470,01-Jan-23,https://m.media-amazon.com/images/I/81FIdeRB5lL._AC_UY218_.jpg
"CSIR NET Mathematical Science Previous Year Questions Papers with Answers and Detailed Solutions - Best Book for CSIR UGC NET JRF, GATE, SET Examinations in India",283,Ajhar Hussain,430,01-Jun-20,https://m.media-amazon.com/images/I/51k7u2a75ML._AC_UY218_.jpg
The Physics Book: Big Ideas Simply Explained,222,Jesse Rwangmei,28,01-Jul-14,https://m.media-amazon.com/images/I/814VZlo2tXL._AC_UY218_.jpg
"ORGANIC CHEMISTRY,2E",399,Audio CD,533,01-Jan-16,https://m.media-amazon.com/images/I/71dm4X1d8bL._AC_UY218_.jpg
Algebra for Beginners (Old Edition),700,Abhay Kumar Singh,"1,872",01-Jul-15,https://m.media-amazon.com/images/I/510LAb6LBpL._AC_UY218_.jpg
Complex Analysis,413,Sarah Abdulla,1,18-Dec-14,https://m.media-amazon.com/images/I/71WmOzrGTmL._AC_UY218_.jpg
Linear Algebra Done Right (Undergraduate Texts in Mathematics),599,Christopher Clarke,55,01-Feb-22,https://m.media-amazon.com/images/I/61AR-EJ28gL._AC_UY218_.jpg
LINEAR ALGEBRA,334,Carl Sagan,"3,625",01-Dec-10,https://m.media-amazon.com/images/I/71YqQUzwRsL._AC_UY218_.jpg
Solid State Physics----v K Babbar,317,Paperback,"1,794",01-Jan-23,https://m.media-amazon.com/images/I/61f-0qqYMlL._AC_UY218_.jpg
Elementary Organic,250,Peter Tompkins,723,01-Jan-04,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81h5cV0Fi2L._AC_UY218_.jpg
Fabric Of The Cosmos,0,Audio CD,16,22-Jun-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71bHGESc69L._AC_UY218_.jpg
BIOLOGY Class 12 CBSE question bank 2024 by MasterMind,593,Stephen Hawking,263,01-Jan-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81GT-snMvJL._AC_UY218_.jpg
Rastogi Publications A TEXT BOOK OF BOTANY (B-39),599,Audio CD,899,25-Dec-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51KVG15BkJL._AC_UY218_.jpg
Starry Messenger: Cosmic Perspectives On Civilisation,437,Chris Hadfield,7,25-Feb-16,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71LRPZRu0nL._AC_UY218_.jpg
Higher Algebra,265,Hardcover,253,01-Jan-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51eQ1I+XO1L._AC_UY218_.jpg
Classical Mechanics,315,Audio CD,113,01-Jan-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/A1TU6SKZfZL._AC_UY218_.jpg
"University Physics with Modern Physics, 15e",618,Brian Greene,"1,820",01-Jan-10,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61YILeTQKWL._AC_UY218_.jpg
"Organic Chemistry, 7e",686,Hardcover,810,17-Jan-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81Jw1+pcP1L._AC_UY218_.jpg
"A Course in Abstract Algebra,",130,Vaclav Smil,309,10-Dec-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81gTpb8S6BL._AC_UY218_.jpg
20 Years Chapterwise Topicwise (2021-2002) JEE Main Solved Papers Physics,844,Hardcover,"1,308",01-Jan-12,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71L-jllSptL._AC_UY218_.jpg
"The Feynman Lectures on Physics: The Millenium Edition, Vol. 3",798,Audio CD,453,14-Jul-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51pZXa5Gx5L._AC_UY218_.jpg
"Statistics for Data Scientists: An introduction to probability, statistics, and data analysis (Undergraduate Topics in Computer Science)",0,Leonard Mlodinow,168,10-Nov-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/715T+PDGGOL._AC_UY218_.jpg
"National Geographic Concise Atlas of the World, 5th Edition: Authoritative and complete, with more than 200 maps and illustrations",679,Stephen Hawking,19,01-Jul-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/819NnCj+tnL._AC_UY218_.jpg
"MOLECULAR BIOLOGY OF THE CELL, 7TH EDITION",69,Hardcover,60,25-Feb-16,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61m6oxbTMGL._AC_UY218_.jpg
The Elements of Coordinate Geometry Part 1,240,Audio CD,144,24-Sep-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/617QU3IZGcL._AC_UY218_.jpg
"Secret Network of Nature, The: The Delicate Balance of All Living Things",257,Disha Experts,460,05-Apr-13,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91N+jpK6FEL._AC_UY218_.jpg
Quantum Computation And Quantum Information,"1,299",P.S. Kalsi,677,01-Jan-16,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71WU3wsuZKL._AC_UY218_.jpg
Science For Everyone : Aptitude Test Problem In Physics (Old Edition),"3,924.00",Norman Matloff,736,01-Jan-18,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51Yd4oD9ghL._AC_UY218_.jpg
Mathematical Methods for Physics and Engineering,406,Herbert Goldstein,29,23-May-08,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71vhPnO+LHL._AC_UY218_.jpg
Problem Solving Strategies (Problem Books in Mathematics),250,Janaki Lenin,538,02-Nov-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81ozhn9gNOL._AC_UY218_.jpg
Entangled Life: A beautiful new gift edition featuring 100 illustrations for Christmas 2023,0,Blueprint Editorial Board,92,06-Jun-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81uZCn+ATwL._AC_UY218_.jpg
Daily Practice Problems (DPP) for JEE Main & Advanced - Permutations - Combinations & Probability (Mathematics - Vol.2) (Old Edition),892,Kumar Pranav & Mina Usha,"1,042",01-Oct-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61ekPgJPLOS._AC_UY218_.jpg
Complex Variables and Applications | 9th Edition,703,Robert Wright,"4,606",01-Dec-07,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71yZFsocyWL._AC_UY218_.jpg
Statistical Inference,430,Hardcover,28,08-Sep-94,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/614zqzo1e+L._AC_UY218_.jpg
Black Holes And Baby Universes And Other,0,Cole Nussbaumer Knaflic,336,01-Jul-17,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81pZYdmeHAL._AC_UY218_.jpg
"Thermal Physics: with Kinetic Theory, Thermodynamics and Statistical Mechanics | 2nd Edition","3,071",MP3 CD,167,27-Apr-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71-rOOdEQgL._AC_UY218_.jpg
Problems In MATHEMATICS with Hints and Solutions,389,RPH Editorial Board,964,01-Aug-89,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51BNaWB1avL._AC_UY218_.jpg
"One, Two, Three...Infinity: Facts and Speculations of Science (Dover Books on Mathematics)",519,Lawrence M. Krauss,255,01-Jan-03,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71N9nh7mnUL._AC_UY218_.jpg
"Problems in Mathematics with Hints and Solutions, reprint",390,David Keil,761,01-Jan-10,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91RaZ3TKVRL._AC_UY218_.jpg
Vedic Mathematics Sutra,467,Gilbert Strang,"34,335",16-Jul-15,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71g7C5YY7fL._AC_UY218_.jpg
"How Not to Be Wrong: The Hidden Maths of Everyday Life [Paperback] Ellenberg, Jordan",309,Bruce Bassett,129,01-Jan-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71MBDHK3CpL._AC_UY218_.jpg
Plant Breeding Principles And Methods 12TH Edition,0,Simon Singh,212,22-Jun-05,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71H5ZLNowfL._AC_UY218_.jpg
"AN INTRODUCTION TO ASTROPHYSICS, 2/ED",111,Hardcover,10,01-Jan-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71VnJFclZGL._AC_UY218_.jpg
CSIR UGC NET - Life Sciences Theory and Practice Combo Set,332,W Carruthers,332,01-Nov-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71AZLxIY7XL._AC_UY218_.jpg
Discovering Statistics using IBM SPSS Statistics,320,Ann Druyan,313,12-May-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81Dkn-e8DjL._AC_UY218_.jpg
Physics Galaxy 2023 : JEE Advanced - Physics - Chapter wise PYQ Analysis by Ashish Arora,304,Carl Sagan,8,06-Sep-07,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71AHMXftF+L._AC_UY218_.jpg
Introducing Quantum Theory: A Graphic Guide,499,MP3 CD,597,02-Jun-17,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71NvOWQzmoL._AC_UY218_.jpg
Astrophysics for People in a Hurry,185,"Audio, Cassette",633,01-Jan-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81G4WoQ9t8L._AC_UY218_.jpg
"Modern Physics(english, Paperback, R Murugeshan)",118,Carlo Rovelli,372,01-Jan-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41UN-5CcWpL._AC_UY218_.jpg
"How To Become A Human Calculator, 3rd Edition",639,Hardcover,28,28-Jan-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61MIV2N2OvL._AC_UY218_.jpg
"Cunningham's Manual of Practical Anatomy - Vol - 1, 2 and 3 - Combo - Set of 3 Books - 16th/Ed. - 2023-24 (Official OUP Product)",226,Arthur Engel,26,01-Feb-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81+y3BERaTL._AC_UY218_.jpg
IIT - Jam Physics (Solved Previous Year Test Paper & Mock Tests for all M.Sc. Entrance Examination,215,The Princeton Review,432,01-Jan-08,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/A1Yn75iuxPL._AC_UY218_.jpg
Quantum Mechanics,"7,922",Roger Penrose,129,19-Apr-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61X+343YFQL._AC_UY218_.jpg
"MTG Handbook of Biology For NEET, CUET, Boards & Various Competitive Exams (Class 11 & 12) - NCERT Insight | Short and Crisp Notes | Step-by-Step High Definition Diagrams MTG Editorial Board","4,714",Audio CD,45,01-Jan-00,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81JCtrqTdCL._AC_UY218_.jpg
"Qed: The Strange Theory of Light and Matter [Paperback] Feynman, Richard P",415,C. Raju,325,28-Oct-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/710QcSt8pfL._AC_UY218_.jpg
Super Simple Biology: The Ultimate Bitesize Study Guide [Paperback] DK and Smithsonian Institution,250,Enrico Fermi,438,15-Sep-17,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81w1cZvVQBL._AC_UY218_.jpg
"Conceptual Physics, 12e",968,Stephen Alter,14,01-Jun-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91Ng2nvFKbL._AC_UY218_.jpg
"Essential Math for Data Science: Take Control of Your Data with Fundamental Linear Algebra, Probability, and Statistics (Grayscale Indian Edition)",609,Terence Tao,16,24-Nov-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71g0BPnWFAL._AC_UY218_.jpg
"Introduction to Horticulture, 9th Edition",498,Amit Goswami,197,09-Feb-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71P2D-gStvL._AC_UY218_.jpg
The Rare Metals War: the dark side of clean energy and digital technologies,294,DC Pandey,"1,264",01-Jan-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91+y7CSLIaL._AC_UY218_.jpg
Physiotherapy In Neurological Conditions With Assessment And Treatment Protocols (Pb 2020),499,Richard A. Brualdi,44,01-Jan-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61ydWQLHErL._AC_UY218_.jpg
FA09FS | TEACHINGNEST | Electric Shock and Treatment Chart (50x75cm)(20x30 inch) | First Aid Chart | Wall Sticking teachingnest,555,Vaclav Smil,169,01-Jan-15,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/811ES4hWI-L._AC_UY218_.jpg
Materials Science and Engineering: A First Course,527,Hardcover,133,07-Dec-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81KRMK0xTiL._AC_UY218_.jpg
